종명,접수일시,도로유형,도로명
고라니,2020-03-07,국도,일반국도1호선
개,2020-03-08,국도,일반국도19호선
고양이,2020-03-08,국도,일반국도21호선
고양이,2020-03-09,국도,일반국도25호선
고라니,2020-03-09,국도,17
고양이,2020-03-09,국도,17
고양이,2020-03-09,국도,국도77호
고라니,2020-03-09,국도,일반국도21호선
개,2020-03-10,국도,일반국도14호선
고라니,2020-03-10,국도,17
고라니,2020-03-10,국도,일반국도43호선
고라니,2020-03-10,국도,30
고양이,2020-03-11,국도,일반국도2호선
고라니,2020-03-11,국도,일반국도45호선
고양이,2020-03-12,국도,일반국도45호선
고양이,2020-03-13,국도,일반국도1호선
고라니,2020-03-14,국도,일반국도34호선
고양이,2020-03-15,국도,일반국도 19호선
고양이,2020-03-15,국도,일반국도34호선
고라니,2020-03-15,시도,계룡대로
고양이,2020-03-16,국도,일반국도24호선
고양이,2020-03-16,국도,17
고라니,2020-03-16,국도,일반국도32호선
고라니,2020-03-16,국도,26
고양이,2020-03-17,국도,일반국도32호선
고라니,2020-03-18,국도,일반국도 31호선
고라니,2020-03-18,국도,일반국도 20호선
고라니,2020-03-18,국도,일반국도32호선
고양이,2020-03-19,국도,일반국도24호선
고라니,2020-03-19,국도,일반국도39호선
너구리,2020-03-19,국도,일반국도34호선
고라니,2020-03-19,국도,일반국도32호선
고라니,2020-03-19,국도,일반국도21호선
고양이,2020-03-19,국도,일반국도39호선
너구리,2020-03-19,국도,일반국도21호선
고라니,2020-03-19,국도,일반국도34호선
고라니,2020-03-19,국도,일반국도39호선
고라니,2020-03-19,국도,일반국도34호선
고양이,2020-03-19,국도,일반국도34호선
고양이,2020-03-20,국도,일반국도 7호선
고라니,2020-03-20,국도,일반국도24호선
고라니,2020-03-20,국도,일반국도32호선
고라니,2020-03-21,국도,일반국도32호선
너구리,2020-03-22,국도,일반국도21호선
고양이,2020-03-23,국도,일반국도 28호선
고양이,2020-03-23,국도,일반국도 7호선
너구리,2020-03-23,국도,4
고양이,2020-03-23,국도,일반국도45호선
고라니,2020-03-23,지방도,1023
멧돼지,2020-03-24,국도,일반국도 7호선
너구리,2020-03-24,국도,일반국도34호선
고라니,2020-03-25,국도,일반국도32호선
고양이,2020-03-26,국도,일반국도24호선
고라니,2020-03-26,국도,일반국도14호선
고양이,2020-03-26,국도,4
고양이,2020-03-26,국도,일반국도32호선
고양이,2020-03-27,국도,일반국도25호선
개,2020-03-27,국도,일반국도35호선
고라니,2020-03-27,국도,일반국도19호선
너구리,2020-03-27,국도,일반국도34호선
고라니,2020-03-28,국도,일반국도 19호선
고라니,2020-03-28,국도,일반국도32호선
개,2020-03-29,국도,일반국도32호선
너구리,2020-03-30,국도,일반국도 7호선
고라니,2020-03-30,국도,일반국도19호선
너구리,2020-03-30,국도,일반국도19호선
고라니,2020-03-30,국도,일반국도21호선
고라니,2020-03-31,국도,일반국도21호선
족제비,2020-03-31,지방도,861
개,2020-04-01,국도,17
고라니,2020-04-01,국도,17
너구리,2020-04-01,국도,일반국도21호선
고양이,2020-04-02,국도,일반국도35호선
고라니,2020-04-02,국도,4
고라니,2020-04-02,국도,일반국도21호선
고라니,2020-04-02,국도,27
고라니,2020-04-02,국도,27
너구리,2020-04-03,국도,일반국도 31호선
고양이,2020-04-03,국도,일반국도 7호선
개,2020-04-03,국도,일반국도5호선
너구리,2020-04-03,국도,일반국도39호선
너구리,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도34호선
고양이,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도32호선
고양이,2020-04-03,국도,일반국도32호선
고양이,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도38호선
고라니,2020-04-03,국도,일반국도29호선
고라니,2020-04-03,국도,일반국도29호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도45호선
너구리,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도38호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도29호선
고라니,2020-04-03,국도,일반국도29호선
고라니,2020-04-03,국도,일반국도45호선
고양이,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도21호선
너구리,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도34호선
개,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고양이,2020-04-03,국도,일반국도32호선
너구리,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
너구리,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도39호선
고양이,2020-04-03,국도,일반국도34호선
너구리,2020-04-03,국도,일반국도32호선
너구리,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도39호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도34호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도32호선
고양이,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도1호선
고라니,2020-04-03,국도,일반국도1호선
고라니,2020-04-03,국도,일반국도1호선
고양이,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도21호선
너구리,2020-04-03,국도,일반국도43호선
고양이,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도32호선
고양이,2020-04-03,국도,일반국도45호선
고라니,2020-04-03,국도,일반국도29호선
고라니,2020-04-03,국도,일반국도21호선
고라니,2020-04-03,국도,일반국도21호선
고양이,2020-04-03,국도,일반국도1호선
고라니,2020-04-03,국도,일반국도1호선
너구리,2020-04-03,국도,일반국도34호선
고양이,2020-04-03,국도,일반국도32호선
고라니,2020-04-03,국도,일반국도38호선
고라니,2020-04-04,국도,일반국도21호선
개,2020-04-04,국도,17
고양이,2020-04-05,국도,일반국도45호선
고라니,2020-04-05,국도,17
고라니,2020-04-06,국도,일반국도31호선
고라니,2020-04-06,국도,일반국도19호선
고라니,2020-04-06,국도,일반국도45호선
고라니,2020-04-07,국도,일반국도31호선
고라니,2020-04-07,국도,일반국도24호선
고양이,2020-04-07,국도,일반국도39호선
족제비,2020-04-07,국도,5
고양이,2020-04-08,국도,일반국도5호선
고양이,2020-04-08,국도,일반국도45호선
고라니,2020-04-09,국도,일반국도45호선
오소리,2020-04-09,시도,삼가로
삵,2020-04-10,국도,17
너구리,2020-04-10,국도,일반국도45호선
고양이,2020-04-11,국도,4
고양이,2020-04-11,국도,일반국도32호선
고양이,2020-04-12,국도,4
고양이,2020-04-12,국도,일반국도21호선
고라니,2020-04-13,국도,일반국도 28호선
고라니,2020-04-13,국도,일반국도24호선
고양이,2020-04-13,국도,17
고양이,2020-04-13,국도,일반국도21호선
고라니,2020-04-13,국도,17
고라니,2020-04-14,국도,일반국도31호선
너구리,2020-04-14,국도,일반국도5호선
개,2020-04-14,국도,4
고양이,2020-04-14,국도,일반국도21호선
고양이,2020-04-15,국도,일반국도21호선
고라니,2020-04-16,국도,일반국도24호선
고양이,2020-04-16,국도,일반국도19호선
고양이,2020-04-16,국도,일반국도32호선
고양이,2020-04-17,국도,일반국도5호선
고양이,2020-04-17,국도,일반국도35호선
고양이,2020-04-17,국도,일반국도38호선
개,2020-04-17,국도,17
개,2020-04-17,국도,26
고양이,2020-04-18,국도,일반국도34호선
너구리,2020-04-18,국도,24
다람쥐,2020-04-18,시도,죽령교
족제비,2020-04-19,국도,일반국도19호선
개,2020-04-19,국도,일반국도21호선
고라니,2020-04-20,국도,일반국도24호선
고양이,2020-04-20,국도,17
고라니,2020-04-20,국도,17
고양이,2020-04-20,국도,17
고양이,2020-04-20,국도,일반국도45호선
고라니,2020-04-20,국도,17
다람쥐,2020-04-20,시도,영단로
고라니,2020-04-21,국도,일반국도14호선
고라니,2020-04-21,국도,일반국도24호선
너구리,2020-04-21,국도,일반국도19호선
너구리,2020-04-21,국도,일반국도19호선
고양이,2020-04-21,국도,일반국도19호선
개,2020-04-21,국도,일반국도32호선
고라니,2020-04-22,국도,일반국도31호선
고양이,2020-04-22,국도,일반국도32호선
고라니,2020-04-23,국도,일반국도35호선
토끼,2020-04-23,국도,일반국도21호선
고라니,2020-04-24,국도,일반국도20호선
고양이,2020-04-24,국도,일반국도14호선
고양이,2020-04-24,국도,일반국도24호선
개,2020-04-24,국도,일반국도34호선
고라니,2020-04-24,국도,일반국도34호선
고양이,2020-04-25,국도,일반국도45호선
고라니,2020-04-26,국도,4
고라니,2020-04-26,국도,일반국도29호선
청설모,2020-04-26,지방도 ,1021
고양이,2020-04-27,국도,일반국도14호선
고라니,2020-04-27,국도,일반국도31호선
개,2020-04-27,국도,일반국도39호선
개,2020-04-27,국도,19
흰배지빠귀,2020-04-27,시도,내장호반로
청설모,2020-04-27,지방도 ,1021
고양이,2020-04-28,국도,일반국도 7호선
고라니,2020-04-28,국도,일반국도31호선
고라니,2020-04-28,국도,17
고라니,2020-04-28,국도,17
개,2020-04-28,국도,일반국도39호선
고양이,2020-04-29,국도,일반국도24호선
너구리,2020-04-29,국도,17
고라니,2020-04-29,국도,일반국도39호선
고라니,2020-04-30,국도,일반국도21호선
고양이,2020-05-01,국도,일반국도24호선
고라니,2020-05-01,국도,일반국도24호선
고라니,2020-05-01,국도,일반국도21호선
고양이,2020-05-02,국도,일반국도32호선
고양이,2020-05-03,국도,일반국도32호선
청설모,2020-05-03,국도,5
개,2020-05-04,국도,일반국도 7호선
고라니,2020-05-04,국도,일반국도 28호선
고라니,2020-05-04,국도,일반국도 31호선
개,2020-05-04,국도,일반국도 31호선
고라니,2020-05-04,국도,17
고라니,2020-05-04,국도,17
고양이,2020-05-04,국도,일반국도32호선
너구리,2020-05-04,국도,17
고라니,2020-05-04,국도,24
고라니,2020-05-04,국도,27
고양이,2020-05-05,국도,일반국도 19호선
고양이,2020-05-05,국도,일반국도21호선
고양이,2020-05-06,국도,일반국도35호선
고라니,2020-05-06,국도,일반국도24호선
고양이,2020-05-06,국도,일반국도21호선
사슴,2020-05-06,국도,17
고라니,2020-05-07,국도,일반국도14호선
고라니,2020-05-07,국도,일반국도24호선
고라니,2020-05-07,국도,일반국도39호선
고양이,2020-05-07,국도,일반국도39호선
고양이,2020-05-07,국도,일반국도21호선
고라니,2020-05-07,국도,일반국도21호선
고라니,2020-05-07,국도,일반국도21호선
고양이,2020-05-07,국도,일반국도29호선
고양이,2020-05-07,국도,일반국도29호선
고양이,2020-05-07,국도,일반국도21호선
고양이,2020-05-07,국도,일반국도32호선
고라니,2020-05-07,국도,일반국도21호선
고양이,2020-05-07,국도,일반국도1호선
고라니,2020-05-07,국도,26
고라니,2020-05-08,국도,일반국도 7호선
고양이,2020-05-08,국도,일반국도35호선
고라니,2020-05-08,국도,일반국도24호선
고양이,2020-05-08,국도,일반국도38호선
고라니,2020-05-08,국도,30
고양이,2020-05-09,국도,4
고양이,2020-05-09,국도,일반국도34호선
고라니,2020-05-09,국도,17
고양이,2020-05-10,국도,일반국도21호선
고라니,2020-05-10,국도,일반국도45호선
고양이,2020-05-10,국도,일반국도32호선
고양이,2020-05-10,국도,일반국도32호선
고양이,2020-05-10,국도,일반국도21호선
고라니,2020-05-11,국도,일반국도35호선
고라니,2020-05-11,국도,일반국도19호선
고양이,2020-05-11,국도,일반국도43호선
족제비,2020-05-11,지방도,861
개,2020-05-12,국도,일반국도 7호선
개,2020-05-12,국도,일반국도 7호선
고라니,2020-05-12,국도,일반국도24호선
고양이,2020-05-12,국도,일반국도19호선
고라니,2020-05-12,국도,일반국도21호선
고라니,2020-05-12,국도,17
고양이,2020-05-13,국도,일반국도35호선
고라니,2020-05-13,국도,일반국도58호선
고라니,2020-05-13,국도,17
고라니,2020-05-13,국도,17
고라니,2020-05-13,국도,17
고라니,2020-05-13,국도,17
고양이,2020-05-13,국도,일반국도45호선
고라니,2020-05-13,국도,17
고라니,2020-05-13,시도,내장산로
고라니,2020-05-14,국도,일반국도14호선
개,2020-05-14,국도,일반국도24호선
고라니,2020-05-14,국도,17
개,2020-05-14,국도,17
고양이,2020-05-14,국도,17
고라니,2020-05-14,국도,일반국도19호선
고라니,2020-05-14,국도,일반국도45호선
고양이,2020-05-14,국도,17
오리,2020-05-15,국도,17
고라니,2020-05-15,국도,일반국도39호선
청설모,2020-05-15,지방도 ,1021
고양이,2020-05-16,국도,일반국도38호선
고라니,2020-05-17,국도,일반국도 19호선
고라니,2020-05-17,국도,일반국도45호선
너구리,2020-05-17,국도,일반국도38호선
고라니,2020-05-17,국도,일반국도38호선
고라니,2020-05-17,국도,일반국도38호선
고양이,2020-05-17,국도,일반국도32호선
고라니,2020-05-17,국도,일반국도38호선
고양이,2020-05-17,국도,일반국도29호선
미동정,2020-05-17,국도,27
고라니,2020-05-17,국도,26
고양이,2020-05-17,국도,17
고라니,2020-05-17,국도,17
너구리,2020-05-17,국도,17
고라니,2020-05-18,국도,일반국도 28호선
고라니,2020-05-18,국도,일반국도 28호선
고라니,2020-05-18,국도,일반국도2호선
고라니,2020-05-18,국도,17
고양이,2020-05-18,국도,17
너구리,2020-05-18,국도,일반국도32호선
청설모,2020-05-18,지방도 ,1021
고양이,2020-05-19,국도,일반국도 28호선
고라니,2020-05-19,국도,일반국도 28호선
고라니,2020-05-19,국도,일반국도24호선
고라니,2020-05-19,국도,일반국도31호선
고양이,2020-05-19,국도,일반국도24호선
고라니,2020-05-19,국도,일반국도 19호선
고양이,2020-05-19,국도,일반국도38호선
고라니,2020-05-19,국도,27
고라니,2020-05-19,국도,17
고라니,2020-05-20,국도,일반국도19호선
오소리,2020-05-20,국도,일반국도19호선
고양이,2020-05-20,국도,일반국도19호선
고양이,2020-05-20,국도,일반국도19호선
고양이,2020-05-20,국도,일반국도45호선
개,2020-05-21,국도,일반국도 7호선
고라니,2020-05-21,국도,일반국도2호선
고라니,2020-05-21,국도,17
고라니,2020-05-21,국도,17
고양이,2020-05-21,국도,일반국도19호선
고라니,2020-05-21,국도,일반국도21호선
고라니,2020-05-22,국도,일반국도 28호선
고양이,2020-05-22,국도,일반국도25호선
고양이,2020-05-22,국도,일반국도24호선
개,2020-05-22,국도,일반국도29호선
고라니,2020-05-23,국도,4
고양이,2020-05-23,국도,일반국도45호선
고라니,2020-05-23,국도,17
고양이,2020-05-24,국도,4
고양이,2020-05-24,국도,일반국도29호선
너구리,2020-05-24,국도,17
고양이,2020-05-25,국도,일반국도24호선
고라니,2020-05-25,국도,일반국도43호선
고라니,2020-05-25,국도,27
고양이,2020-05-26,국도,일반국도25호선
까마귀,2020-05-26,국도,일반국도24호선
고양이,2020-05-26,국도,17
고라니,2020-05-26,국도,17
고라니,2020-05-26,국도,일반국도21호선
고라니,2020-05-26,국도,27
청설모,2020-05-26,국도,5
원앙,2020-05-26,지방도,861
고라니,2020-05-27,국도,일반국도 7호선
고라니,2020-05-27,국도,일반국도 28호선
고양이,2020-05-27,국도,일반국도2호선
고양이,2020-05-27,국도,일반국도45호선
고라니,2020-05-27,국도,17
흰배지빠귀,2020-05-27,지방도,861
고양이,2020-05-28,국도,일반국도 7호선
고라니,2020-05-28,국도,일반국도24호선
고라니,2020-05-28,국도,17
고양이,2020-05-28,국도,17
고라니,2020-05-28,국도,17
고라니,2020-05-28,국도,일반국도19호선
고양이,2020-05-28,국도,일반국도45호선
족제비,2020-05-28,지방도,861
흰배지빠귀,2020-05-28,지방도,861
고라니,2020-05-29,국도,일반국도31호선
고라니,2020-05-29,국도,일반국도39호선
고라니,2020-05-29,국도,24
너구리,2020-05-29,국도,27
다람쥐,2020-05-29,지방도,737
고양이,2020-05-30,국도,4
고라니,2020-05-30,국도,일반국도38호선
고양이,2020-05-30,국도,17
오소리,2020-05-31,국도,일반국도 19호선
고양이,2020-05-31,국도,일반국도45호선
다람쥐,2020-05-31,군도,방아다리로
고라니,2020-06-01,국도,일반국도5호선
고양이,2020-06-01,국도,일반국도5호선
고라니,2020-06-01,국도,일반국도 19호선
고라니,2020-06-01,국도,일반국도19호선
고라니,2020-06-01,국도,일반국도19호선
고라니,2020-06-01,국도,일반국도19호선
고라니,2020-06-01,국도,일반국도19호선
고라니,2020-06-01,국도,일반국도19호선
고양이,2020-06-01,국도,일반국도19호선
고양이,2020-06-01,국도,일반국도19호선
고양이,2020-06-01,국도,일반국도19호선
고양이,2020-06-01,국도,일반국도38호선
고라니,2020-06-01,국도,24
고라니,2020-06-02,국도,일반국도 7호선
개,2020-06-02,국도,일반국도35호선
고라니,2020-06-02,국도,17
고라니,2020-06-02,국도,4
고라니,2020-06-02,국도,일반국도19호선
고라니,2020-06-02,국도,일반국도19호선
고양이,2020-06-02,국도,일반국도38호선
고라니,2020-06-03,국도,4
고라니,2020-06-03,국도,일반국도19호선
고라니,2020-06-03,국도,일반국도19호선
고라니,2020-06-03,국도,일반국도38호선
고라니,2020-06-04,국도,일반국도5호선
고라니,2020-06-04,국도,일반국도32호선
고양이,2020-06-04,국도,일반국도38호선
고라니,2020-06-04,국도,일반국도29호선
너구리,2020-06-04,국도,일반국도32호선
고라니,2020-06-04,국도,일반국도32호선
너구리,2020-06-04,국도,27
고라니,2020-06-05,국도,일반국도5호선
고양이,2020-06-05,국도,17
고라니,2020-06-05,국도,17
