종명,접수일시,도로유형,도로명
뉴트리아,2019-10-15,국도,일반국도4호선
고라니,2019-10-15,국도,일반국도23호선
너구리,2019-10-15,국도,일반국도29호선
고라니,2019-10-15,국도,칠갑산1로
쇠딱다구리,2019-10-15,국도,영월동로
고양이,2019-10-15,국도,일반국도38호선
너구리,2019-10-15,국도,일반국도33호선
너구리,2019-10-15,국도,3
고라니,2019-10-15,국도,일반국도38호선
꿩,2019-10-15,국도,변산로
미동정(포유류),2019-10-15,지방도,지방도615호선
고양이,2019-10-15,지방도,안섬포구길
고라니,2019-10-15,국도,일반국도23호선
고라니,2019-10-15,국도,일반국도5호선
고양이,2019-10-15,국도,일반국도30호선
고양이,2019-10-15,국도,일반국도30호선
개,2019-10-15,국도,일반국도3호선
고라니,2019-10-15,국도,일반국도32호선
고양이,2019-10-15,국도,일반국도7호선
고라니,2019-10-15,국도,국도30호선
멧돼지,2019-10-15,고속국도(재정),중부내륙선
고양이,2019-10-15,국도,일반국도3호선
멧돼지,2019-10-15,국도,일반국도21호선
고라니,2019-10-15,국도,일반국도5호선
멧돼지,2019-10-15,고속국도(재정),영동선
고라니,2019-10-15,국도,일반국도3호선
고라니,2019-10-15,국도,일반국도3호선
고라니,2019-10-15,국도,일반국도5호선
고라니,2019-10-15,국도,일반국도20호선
고라니,2019-10-15,국도,일반국도25호선
고양이,2019-10-15,국도,일반국도3호선
고양이,2019-10-15,국도,일반국도30호선
고양이,2019-10-15,국도,일반국도30호선
꿩,2019-10-15,국도,국도30호선
고라니,2019-10-15,국도,일반국도24호선
멧토끼,2019-10-15,국도,일반국도34호선
고라니,2019-10-15,국도,일반국도34호선
개,2019-10-15,국도,일반국도2호선
너구리,2019-10-15,국도,일반국도29호선
너구리,2019-10-15,국도,일반국도3호선
고라니,2019-10-15,고속국도(재정),중부내륙선
너구리,2019-10-15,국도,일반국도15호선
너구리,2019-10-15,국도,일반국도15호선
고라니,2019-10-15,고속국도(재정),중부선
고라니,2019-10-15,국도,일반국도39호선
너구리,2019-10-15,국도,일반국도15호선
고라니,2019-10-15,국도,일반국도37호선
고라니,2019-10-15,국도,일반국도21호선
고양이,2019-10-15,국도,일반국도29호선
고라니,2019-10-15,국도,일반국도33호선
고양이,2019-10-15,국도,일반국도30호선
고라니,2019-10-15,국도,국도23호선
고양이,2019-10-15,지방도,지방도82호선
고양이,2019-10-15,지방도,지방도82호선
고양이,2019-10-15,국도,일반국도38호선
고양이,2019-10-15,국도,일반국도21호선
고양이,2019-10-15,국도,일반국도21호선
고양이,2019-10-15,국도,일반국도36호선
고양이,2019-10-15,국도,일반국도6호선
고라니,2019-10-15,국도,일반국도47호선
고양이,2019-10-15,지방도,경강로
고라니,2019-10-15,국도,일반국도47호선
노루,2019-10-15,지방도,지방도1118호선
삵,2019-10-15,시도,고대로
노루,2019-10-15,지방도,지방도1139호선
고양이,2019-10-15,국도,32
고라니,2019-10-15,국도,일반국도39호선
고라니,2019-10-15,국도,일반국도30호선
고라니,2019-10-15,국도,34
고라니,2019-10-15,국도,5
고라니,2019-10-15,시도,역천로
고라니,2019-10-15,국도,일반국도6호선
고양이,2019-10-15,시도,한내로
노루,2019-10-15,지방도,지방도1135호선
너구리,2019-10-15,국도,일반국도6호선
고라니,2019-10-15,국도,일반국도37호선
고양이,2019-10-15,지방도,지방도635호선
고라니,2019-10-15,국도,일반국도6호선
너구리,2019-10-15,시도,무수들길
미동정(포유류),2019-10-15,고속국도(재정),중앙고속도로
노루,2019-10-14,고속국도(재정),중앙고속도로
노루,2019-10-14,지방도,지방도1131호선
미동정(포유류),2019-10-14,국도,일반국도46호선
고라니,2019-10-14,국도,일반국도46호선
고양이,2019-10-14,국도,조종로
고라니,2019-10-14,국도,호남로
고라니,2019-10-14,국도,일반국도17호선
누룩뱀,2019-10-14,지방도,지방도997호선
고양이,2019-10-14,국도,일반국도22호선
고양이,2019-10-14,고속국도(민자),일반국도32호선
고양이,2019-10-14,지방도,대호만로
고양이,2019-10-14,국도,일반국도17호선
미동정(포유류),2019-10-14,국도,일반국도14호선
개,2019-10-14,국도,일반국도17호선
미동정(포유류),2019-10-14,시도,대흥로/시군도
고양이,2019-10-14,국도,일반국도4호선
너구리,2019-10-14,지방도,지방도510호선
고라니,2019-10-14,국도,36
너구리,2019-10-14,고속국도(재정),중부고속도로
고양이,2019-10-14,국도,일반국도32호선
고라니,2019-10-14,국도,일반국도21호선
고라니,2019-10-14,국도,일반국도32호선
고라니,2019-10-14,국도,일반국도7호선
멧돼지,2019-10-14,국도,일반국도58호선
고라니,2019-10-14,국도,일반국도58호선
고라니,2019-10-14,국도,일반국도34호선
고라니,2019-10-14,국도,일반국도32호선
고라니,2019-10-14,국도,일반국도21호선
너구리,2019-10-14,고속국도(재정),중부내륙선
고라니,2019-10-14,국도,일반국도38호선
고라니,2019-10-14,국도,일반국도17호선
너구리,2019-10-14,국도,일반국도19호선
너구리,2019-10-14,국도,일반국도27호선
고라니,2019-10-14,국도,일반국도38호선
고양이,2019-10-14,국도,일반국도5호선
너구리,2019-10-14,국도,국도27호선
고양이,2019-10-14,국도,국도17호선
고양이,2019-10-14,국도,국도23호선
고양이,2019-10-14,국도,국도22호선
고양이,2019-10-14,국도,일반국도23호선
고양이,2019-10-14,국도,일반국도28호선
개,2019-10-14,국도,일반국도32호선
고양이,2019-10-14,국도,일반국도28호선
고양이,2019-10-14,국도,일반국도14호선
너구리,2019-10-14,국도,일반국도34호선
고양이,2019-10-14,국도,일반국도32호선
고양이,2019-10-14,국도,일반국도3호선
고양이,2019-10-14,국도,일반국도38호선
고양이,2019-10-14,국도,일반국도36호선
너구리,2019-10-14,국도,일반국도19호선
너구리,2019-10-14,국도,일반국도3호선
너구리,2019-10-14,국도,일반국도17호선
고양이,2019-10-14,국도,일반국도17호선
고라니,2019-10-14,국도,일반국도3호선
고라니,2019-10-14,국도,일반국도28호선
고라니,2019-10-14,국도,일반국도28호선
고라니,2019-10-14,국도,일반국도7호선
고라니,2019-10-14,국도,일반국도5호선
고라니,2019-10-14,국도,일반국도25호선
고라니,2019-10-14,국도,일반국도23호선
고라니,2019-10-14,국도,일반국도34호선
고라니,2019-10-14,국도,일반국도34호선
고라니,2019-10-14,국도,일반국도4호선
고라니,2019-10-14,고속국도(재정),중앙선
고라니,2019-10-14,국도,일반국도17호선
고라니,2019-10-14,국도,일반국도3호선
고라니,2019-10-14,고속국도(재정),영암순천선
고라니,2019-10-14,국도,일반국도36호선
고라니,2019-10-14,고속국도(재정),서해안선
너구리,2019-10-14,국도,일반국도17호선
너구리,2019-10-14,국도,일반국도21호선
너구리,2019-10-14,국도,일반국도36호선
고라니,2019-10-14,국도,일반국도3호선
너구리,2019-10-14,국도,일반국도39호선
고라니,2019-10-14,국도,일반국도32호선
고라니,2019-10-14,국도,일반국도32호선
너구리,2019-10-14,국도,일반국도28호선
수달,2019-10-14,국도,일반국도5호선
너구리,2019-10-14,국도,일반국도27호선
너구리,2019-10-14,국도,일반국도27호선
너구리,2019-10-14,국도,일반국도19호선
너구리,2019-10-14,국도,일반국도2호선
고라니,2019-10-14,시도,신방리길
노루,2019-10-14,지방도,지방도1117호선
고라니,2019-10-14,국도,일반국도1호선
고라니,2019-10-14,국도,새마을로
개,2019-10-14,국도,4
너구리,2019-10-14,국도,일반국도6호선
너구리,2019-10-14,지방도,지방도649호선
너구리,2019-10-14,국도,군익로
고양이,2019-10-14,국도,일반국도23호선
고라니,2019-10-14,지방도,지방도623호선
너구리,2019-10-14,국도,일반국도22호선
고라니,2019-10-14,국도,예당평야로
고라니,2019-10-14,국도,일반국도6호선
고라니,2019-10-14,지방도,지방도622호선
고라니,2019-10-14,국도,일반국도29호선
미동정(포유류),2019-10-14,국도,일반국도44호선
꿩,2019-10-14,국도,일반국도38호선
삵,2019-10-14,국도,38
고라니,2019-10-14,국도,일반국도38호선
고라니,2019-10-14,국도,일반국도14호선
고양이,2019-10-14,지방도,지방도1016호선
노루,2019-10-14,시도,명림로
너구리,2019-10-14,국도,일반국도6호선
고양이,2019-10-14,국도,일반국도38호선
너구리,2019-10-14,시도,충의로
고라니,2019-10-14,국도,윤봉길로
고라니,2019-10-14,국도,윤봉길로
족제비,2019-10-14,지방도,지방도1115호선
미동정(포유류),2019-10-14,고속국도(재정),영동고속도로
너구리,2019-10-14,지방도,지방도390호선
너구리,2019-10-14,국도,일반국도46호선
멧돼지,2019-10-13,고속국도(재정),경부고속도로
노루,2019-10-13,지방도,지방도1136호선
고양이,2019-10-13,지방도,일반국도2호선
고라니,2019-10-13,지방도,지방도609호선
개,2019-10-13,국도,일반국도34호선
고라니,2019-10-13,국도,일반국도5호선
고양이,2019-10-13,지방도,지방도599호선
고양이,2019-10-13,지방도,지방도599호선
너구리,2019-10-13,고속국도(재정),중부선
개,2019-10-13,국도,일반국도7호선
고라니,2019-10-13,국도,일반국도34호선
고라니,2019-10-13,고속국도(재정),순천완주선
너구리,2019-10-13,국도,일반국도4호선
고라니,2019-10-13,고속국도(재정),중부내륙선
고라니,2019-10-13,국도,일반국도36호선
고라니,2019-10-13,국도,일반국도3호선
고양이,2019-10-13,국도,일반국도37호선
고양이,2019-10-13,국도,일반국도4호선
멧돼지,2019-10-13,고속국도(재정),중부내륙선
고라니,2019-10-13,국도,일반국도28호선
멧돼지,2019-10-13,고속국도(재정),중앙선
고라니,2019-10-13,국도,일반국도7호선
고라니,2019-10-13,국도,일반국도37호선
고라니,2019-10-13,국도,일반국도23호선
고라니,2019-10-13,국도,일반국도23호선
고라니,2019-10-13,국도,일반국도25호선
개,2019-10-13,국도,일반국도25호선
고라니,2019-10-13,고속국도(재정),영동선
고양이,2019-10-13,국도,일반국도5호선
노루,2019-10-13,지방도,국가지원지방도97호선
너구리,2019-10-13,시도,아미로
고라니,2019-10-13,국도,일반국도38호선
고라니,2019-10-13,시도,영월로
노루,2019-10-13,지방도,지방도1118호선
너구리,2019-10-13,국도,국가지원지방도32호선
노루,2019-10-13,지방도,지방도1131호선
너구리,2019-10-13,고속국도(재정),서해안고속도로
미동정(조류),2019-10-13,고속국도(재정),평택-시흥고속국도
고라니,2019-10-13,고속국도(재정),서해안고속도로
고라니,2019-10-13,국도,동해대로
너구리,2019-10-13,국도,일반국도17호선
고라니,2019-10-13,국도,일반국도34호선
고라니,2019-10-13,국도,일반국도34호선
고양이,2019-10-12,지방도,대호만로
미동정(포유류),2019-10-12,고속국도(재정),당진영덕고속도로
미동정(포유류),2019-10-12,국도,일반국도37호선
너구리,2019-10-12,국도,조종로
고라니,2019-10-12,국도,일반국도1호선
고라니,2019-10-12,국도,32
고라니,2019-10-12,국도,32
고라니,2019-10-12,국도,일반국도30호선
노루,2019-10-12,시도,애조로
너구리,2019-10-12,국도,차동로
너구리,2019-10-12,지방도,채원들길
고라니,2019-10-12,국도,일반국도23호선
개,2019-10-12,국도,일반국도7호선
개,2019-10-12,국도,국도26호선
고라니,2019-10-12,국도,일반국도24호선
고라니,2019-10-12,국도,일반국도25호선
고라니,2019-10-12,국도,일반국도38호선
고라니,2019-10-12,국도,일반국도37호선
고라니,2019-10-12,국도,일반국도5호선
고라니,2019-10-12,국도,일반국도4호선
고라니,2019-10-12,국도,일반국도43호선
고라니,2019-10-12,국도,국도1호선
고라니,2019-10-12,국도,일반국도17호선
고라니,2019-10-12,국도,일반국도4호선
고라니,2019-10-12,국도,일반국도4호선
멧돼지,2019-10-12,국도,일반국도24호선
멧돼지,2019-10-12,고속국도(재정),청주상주선
멧돼지,2019-10-12,고속국도(재정),중앙선
고양이,2019-10-12,국도,일반국도4호선
고라니,2019-10-12,고속국도(재정),순천완주선
고라니,2019-10-12,고속국도(재정),호남지선
너구리,2019-10-12,국도,일반국도33호선
너구리,2019-10-12,국도,일반국도37호선
너구리,2019-10-12,국도,일반국도36호선
멧돼지,2019-10-12,고속국도(재정),중앙선
너구리,2019-10-12,국도,일반국도33호선
삵,2019-10-12,고속국도(재정),중부선
고라니,2019-10-12,국도,국도27호선
멧돼지,2019-10-12,고속국도(재정),중부내륙선
고라니,2019-10-12,국도,국도30호선
멧돼지,2019-10-12,고속국도(재정),중부내륙선
고양이,2019-10-12,시도,-
고양이,2019-10-12,국도,일반국도46호선
고라니,2019-10-12,시도,청군로
너구리,2019-10-12,국도,37
고라니,2019-10-12,국도,36
개,2019-10-12,국도,일반국도26호선
고양이,2019-10-12,국도,일반국도43호선
고라니,2019-10-12,국도,32
고라니,2019-10-12,국도,7
고라니,2019-10-12,국도,일반국도27호선
고라니,2019-10-12,고속국도(재정),당진영덕고속도로
다마사슴,2019-10-12,지방도,지방도1118호선
다마사슴,2019-10-12,고속국도(재정),동해고속도로
멧돼지,2019-10-12,고속국도(재정),경부고속도로
미동정(포유류),2019-10-11,국도,일반국도38호선
멧돼지,2019-10-11,국도,일반국도42호선
고라니,2019-10-11,국도,3
멧돼지,2019-10-11,고속국도(재정),60
개,2019-10-11,국도,36
고라니,2019-10-11,국도,23
너구리,2019-10-11,국도,37
고라니,2019-10-11,국도,일반국도1호선
고라니,2019-10-11,고속국도(재정),중앙고속도로
고양이,2019-10-11,국도,조종로
너구리,2019-10-11,국도,조종로
삵,2019-10-11,국도,조종로
노루,2019-10-11,지방도,지방도1136호선
고라니,2019-10-11,국도,일반국도30호선
개,2019-10-11,국도,일반국도23호선
너구리,2019-10-11,국도,일반국도30호선
고라니,2019-10-11,국도,일반국도1호선
고라니,2019-10-11,고속국도(재정),중앙선
너구리,2019-10-11,국도,일반국도29호선
꿩,2019-10-11,국도,일반국도2호선
개,2019-10-11,국도,일반국도3호선
개,2019-10-11,국도,국도15호선
고라니,2019-10-11,국도,일반국도15호선
고라니,2019-10-11,고속국도(재정),영동선
고라니,2019-10-11,국도,일반국도21호선
너구리,2019-10-11,국도,일반국도34호선
너구리,2019-10-11,국도,일반국도77호선
고라니,2019-10-11,국도,일반국도30호선
고라니,2019-10-11,국도,일반국도30호선
고라니,2019-10-11,국도,일반국도45호선
고라니,2019-10-11,국도,일반국도32호선
고라니,2019-10-11,국도,일반국도38호선
너구리,2019-10-11,국도,일반국도19호선
너구리,2019-10-11,국도,일반국도45호선
고양이,2019-10-11,국도,일반국도21호선
너구리,2019-10-11,국도,일반국도29호선
너구리,2019-10-11,국도,일반국도17호선
고양이,2019-10-11,국도,일반국도21호선
고양이,2019-10-11,국도,일반국도37호선
너구리,2019-10-11,국도,일반국도19호선
고양이,2019-10-11,국도,일반국도43호선
고양이,2019-10-11,국도,일반국도25호선
고양이,2019-10-11,국도,일반국도5호선
고양이,2019-10-11,국도,일반국도4호선
고라니,2019-10-11,국도,일반국도33호선
고양이,2019-10-11,국도,일반국도31호선
고라니,2019-10-11,국도,일반국도27호선
고라니,2019-10-11,국도,일반국도33호선
고양이,2019-10-11,국도,일반국도3호선
고라니,2019-10-11,국도,일반국도25호선
고라니,2019-10-11,국도,일반국도24호선
너구리,2019-10-11,국도,국도30호선
고양이,2019-10-11,국도,일반국도24호선
고라니,2019-10-11,국도,일반국도28호선
고양이,2019-10-11,국도,일반국도24호선
고라니,2019-10-11,국도,일반국도34호선
수달,2019-10-11,국도,일반국도29호선
고라니,2019-10-11,국도,일반국도5호선
고라니,2019-10-11,국도,일반국도21호선
고양이,2019-10-11,국도,일반국도19호선
너구리,2019-10-11,고속국도(재정),중부선
너구리,2019-10-11,국도,일반국도25호선
너구리,2019-10-11,국도,일반국도77호선
고양이,2019-10-11,국도,일반국도19호선
고라니,2019-10-11,국도,일반국도59호선
개,2019-10-11,국도,일반국도31호선
고양이,2019-10-11,국도,일반국도2호선
개,2019-10-11,국도,일반국도30호선
너구리,2019-10-11,국도,일반국도2호선
너구리,2019-10-11,국도,일반국도32호선
고양이,2019-10-11,국도,국도21호선
고라니,2019-10-11,국도,일반국도17호선
고라니,2019-10-11,국도,일반국도30호선
고라니,2019-10-11,국도,일반국도39호선
삵,2019-10-11,국도,일반국도40호선
고라니,2019-10-11,국도,군익로
고라니,2019-10-11,국도,일반국도6호선
고양이,2019-10-11,국도,일반국도25호선
고라니,2019-10-11,국도,일반국도23호선
고양이,2019-10-11,국도,일반국도29호선
너구리,2019-10-11,지방도,탕정면로
고라니,2019-10-11,국도,일반국도14호선
고라니,2019-10-11,국도,새마을로
고라니,2019-10-11,국도,새마을로
고라니,2019-10-11,국도,일반국도45호선
노루,2019-10-11,시도,금능남로
너구리,2019-10-11,국도,대청로
너구리,2019-10-11,국도,일반국도22호선
고양이,2019-10-11,국도,생음대로
너구리,2019-10-11,국도,일반국도22호선
고라니,2019-10-11,국도,생음대로
고라니,2019-10-11,국도,일반국도13호선
고라니,2019-10-11,지방도,남부로
너구리,2019-10-11,국도,일반국도13호선
고양이,2019-10-11,국도,일반국도29호선
너구리,2019-10-11,지방도,대호만로
고양이,2019-10-11,국도,일반국도5호선
고양이,2019-10-11,국도,새만금북로
너구리,2019-10-11,국도,일반국도36호선
고라니,2019-10-11,지방도,지방도615호선
개,2019-10-11,국도,일반국도45호선
개,2019-10-11,국도,일반국도7호선
너구리,2019-10-11,국도,일반국도45호선
고라니,2019-10-11,국도,일반국도7호선
고양이,2019-10-11,지방도,지방도649호선
고라니,2019-10-11,고속국도(재정),통영대전고속도로
삵,2019-10-10,국도,일반국도7호선
고라니,2019-10-10,국도,일반국도6호선
너구리,2019-10-10,국도,일반국도1호선
너구리,2019-10-10,국도,일반국도21호선
고라니,2019-10-10,국도,일반국도39호선
고라니,2019-10-10,국도,충절로
너구리,2019-10-10,국도,일반국도23호선
너구리,2019-10-10,국도,함장로
너구리,2019-10-10,국도,일반국도21호선
고양이,2019-10-10,국도,서해로
너구리,2019-10-10,국도,일반국도22호선
고양이,2019-10-10,시도,고수로
고라니,2019-10-10,지방도,반촌로
고라니,2019-10-10,국도,일반국도21호선
고양이,2019-10-10,국도,일반국도23호선
미동정(포유류),2019-10-10,국도,일반국도14호선
고양이,2019-10-10,국도,국가지원지방도86호선
개,2019-10-10,국도,일반국도21호선
너구리,2019-10-10,국도,국도22호선
고라니,2019-10-10,국도,일반국도31호선
고라니,2019-10-10,국도,일반국도4호선
멧돼지,2019-10-10,고속국도(재정),경부선
고양이,2019-10-10,국도,국도23호선
고라니,2019-10-10,국도,일반국도30호선
고라니,2019-10-10,국도,일반국도17호선
고라니,2019-10-10,국도,일반국도34호선
고양이,2019-10-10,국도,일반국도17호선
너구리,2019-10-10,국도,일반국도36호선
너구리,2019-10-10,국도,일반국도36호선
멧돼지,2019-10-10,고속국도(재정),영동선
고양이,2019-10-10,국도,일반국도34호선
고라니,2019-10-10,국도,일반국도56호선
고라니,2019-10-10,국도,일반국도3호선
고라니,2019-10-10,국도,일반국도21호선
고라니,2019-10-10,국도,일반국도32호선
고라니,2019-10-10,국도,일반국도32호선
고라니,2019-10-10,국도,일반국도21호선
고양이,2019-10-10,국도,일반국도36호선
개,2019-10-10,국도,일반국도5호선
개,2019-10-10,국도,일반국도7호선
멧돼지,2019-10-10,국도,일반국도24호선
너구리,2019-10-10,고속국도(재정),중부선
개,2019-10-10,국도,일반국도32호선
고양이,2019-10-10,국도,일반국도17호선
너구리,2019-10-10,국도,국도26호선
개,2019-10-10,국도,일반국도21호선
너구리,2019-10-10,국도,국도23호선
고양이,2019-10-10,국도,일반국도30호선
고양이,2019-10-10,국도,일반국도25호선
고양이,2019-10-10,국도,일반국도32호선
고양이,2019-10-10,국도,일반국도32호선
고양이,2019-10-10,국도,일반국도4호선
고양이,2019-10-10,국도,일반국도21호선
고라니,2019-10-10,고속국도(재정),서천공주선
너구리,2019-10-10,국도,국도1호선
멧돼지,2019-10-10,국도,일반국도44호선
꿩,2019-10-10,국도,국도22호선
너구리,2019-10-10,국도,일반국도33호선
너구리,2019-10-10,국도,일반국도3호선
너구리,2019-10-10,국도,일반국도34호선
너구리,2019-10-10,국도,일반국도34호선
너구리,2019-10-10,국도,일반국도32호선
너구리,2019-10-10,국도,일반국도37호선
너구리,2019-10-10,국도,일반국도17호선
고양이,2019-10-10,국도,일반국도32호선
고양이,2019-10-10,국도,일반국도30호선
고양이,2019-10-10,국도,하원로
노루,2019-10-10,지방도,지방도1118호선
고양이,2019-10-10,국도,일반국도37호선
개,2019-10-10,지방도,지방도1115호선
노루,2019-10-10,시도,상천로
고양이,2019-10-10,국도,일반국도4호선
너구리,2019-10-10,국도,일반국도45호선
개,2019-10-10,국도,일반국도45호선
고양이,2019-10-10,지방도,지방도619호선
너구리,2019-10-10,국도,일반국도26호선
너구리,2019-10-10,국도,일반국도22호선
고양이,2019-10-10,국도,일반국도38호선
고양이,2019-10-10,국도,일반국도22호선
고양이,2019-10-10,지방도,대호만로
꿩,2019-10-10,국도,일반국도22호선
고라니,2019-10-10,국도,일반국도3호선
고라니,2019-10-10,국도,일반국도3호선
너구리,2019-10-10,국도,파인토피아로
개,2019-10-10,국도,일반국도34호선
고라니,2019-10-10,시도,소사로
너구리,2019-10-10,국도,일반국도33호선
까마귀,2019-10-10,지방도,국가지원지방도97호선
고양이,2019-10-10,국도,일반국도6호선
노루,2019-10-10,지방도,국가지원지방도97호선
고라니,2019-10-10,국도,일반국도21호선
고양이,2019-10-10,국도,일반국도45호선
노루,2019-10-10,지방도,지방도1118호선
고양이,2019-10-10,국도,윤봉길로
고라니,2019-10-10,국도,윤봉길로
까마귀,2019-10-10,국도,일반국도6호선
삵,2019-10-10,국도,강원남로
고양이,2019-10-10,시도,양열로
고양이,2019-10-10,국도,일반국도5호선
고라니,2019-10-10,고속국도(재정),동해고속도로
고라니,2019-10-10,국도,일반국도5호선
고양이,2019-10-09,지방도,어리로
고라니,2019-10-09,국도,일반국도43호선
고양이,2019-10-09,국도,일반국도43호선
고양이,2019-10-09,국도,일반국도37호선
고양이,2019-10-09,지방도,지방도424호선
고양이,2019-10-09,지방도,대호만로
고양이,2019-10-09,시도,역천로
개,2019-10-09,국도,일반국도25호선
고라니,2019-10-09,고속국도(재정),영동선
고라니,2019-10-09,국도,일반국도36호선
고라니,2019-10-09,국도,일반국도5호선
고라니,2019-10-09,국도,일반국도36호선
고라니,2019-10-09,국도,일반국도33호선
고라니,2019-10-09,국도,일반국도19호선
독수리,2019-10-09,국도,일반국도38호선
고라니,2019-10-09,국도,일반국도5호선
고라니,2019-10-09,국도,일반국도6호선
고라니,2019-10-09,국도,일반국도7호선
노루,2019-10-09,지방도,지방도1131호선
멧돼지,2019-10-09,고속국도(재정),서울외곽순환고속도로
노루,2019-10-09,지방도,지방도1121호선
고라니,2019-10-09,고속국도(재정),서해안고속도로
고양이,2019-10-08,국도,일반국도32호선
너구리,2019-10-08,국도,일반국도23호선
너구리,2019-10-08,국도,일반국도26호선
너구리,2019-10-08,국도,일반국도46호선
고양이,2019-10-08,국도,일반국도20호선
너구리,2019-10-08,시도,활개미길
고라니,2019-10-08,지방도,대호만로
고양이,2019-10-08,국도,일반국도40호선
고양이,2019-10-08,국도,조종로
고라니,2019-10-08,국도,조종로
너구리,2019-10-08,국도,일반국도22호선
너구리,2019-10-08,국도,일반국도22호선
고라니,2019-10-08,국도,일반국도38호선
고라니,2019-10-08,국도,일반국도5호선
고라니,2019-10-08,국도,일반국도5호선
고라니,2019-10-08,국도,일반국도38호선
고라니,2019-10-08,국도,일반국도39호선
고라니,2019-10-08,국도,일반국도34호선
너구리,2019-10-08,국도,일반국도3호선
너구리,2019-10-08,국도,일반국도23호선
개,2019-10-08,국도,일반국도36호선
멧돼지,2019-10-08,고속국도(재정),대구포항선
너구리,2019-10-08,국도,일반국도17호선
너구리,2019-10-08,국도,일반국도17호선
고라니,2019-10-08,국도,일반국도2호선
족제비,2019-10-08,국도,일반국도31호선
너구리,2019-10-08,국도,일반국도32호선
고라니,2019-10-08,국도,일반국도3호선
고양이,2019-10-08,국도,일반국도4호선
고양이,2019-10-08,국도,일반국도25호선
고양이,2019-10-08,국도,일반국도29호선
고양이,2019-10-08,국도,일반국도32호선
고양이,2019-10-08,국도,일반국도1호선
흰뺨검둥오리,2019-10-08,국도,일반국도2호선
고라니,2019-10-08,국도,일반국도23호선
고라니,2019-10-08,국도,일반국도26호선
너구리,2019-10-08,국도,일반국도3호선
고라니,2019-10-08,국도,일반국도38호선
고양이,2019-10-08,국도,일반국도5호선
고양이,2019-10-08,국도,일반국도5호선
고라니,2019-10-08,국도,일반국도37호선
고라니,2019-10-08,국도,일반국도4호선
고라니,2019-10-08,국도,일반국도1호선
고라니,2019-10-08,국도,일반국도43호선
고라니,2019-10-08,국도,일반국도17호선
고라니,2019-10-08,국도,일반국도19호선
개,2019-10-08,국도,가야로
너구리,2019-10-08,시도,역천로
너구리,2019-10-08,국도,국가지원지방도96호선
고라니,2019-10-08,국도,일반국도42호선
너구리,2019-10-08,국도,일반국도7호선
고라니,2019-10-08,국도,일반국도32호선
고라니,2019-10-08,지방도,현리2길(신규 도로)
고라니,2019-10-08,국도,일반국도23호선
삵,2019-10-08,지방도,615
노루,2019-10-08,지방도,지방도1117호선
너구리,2019-10-08,지방도,592
고양이,2019-10-08,국도,6
고양이,2019-10-07,국도,일반국도43호선
고라니,2019-10-07,국도,일반국도46호선
꿩,2019-10-07,지방도,지방도1121호선
고라니,2019-10-07,국도,일반국도2호선
노루,2019-10-07,시도,애조로
고양이,2019-10-07,국도,일반국도27호선
고양이,2019-10-07,국도,일반국도20호선
고라니,2019-10-07,국도,함장로
미동정(포유류),2019-10-07,국도,일반국도38호선
고라니,2019-10-07,지방도,지방도540호선
개,2019-10-07,국도,일반국도1호선
고양이,2019-10-07,국도,일반국도33호선
삵,2019-10-07,지방도,지방도635호선
족제비,2019-10-07,지방도,지방도1018호선
너구리,2019-10-07,국도,일반국도13호선
너구리,2019-10-07,국도,일반국도14호선
고라니,2019-10-07,국도,일반국도38호선
청설모,2019-10-07,국도,일반국도14호선
고라니,2019-10-07,지방도,보덕포로
고라니,2019-10-07,고속국도(재정),중부내륙고속도로
고라니,2019-10-07,국도,일반국도38호선
고라니,2019-10-07,국도,일반국도4호선
고양이,2019-10-07,국도,일반국도33호선
고양이,2019-10-07,국도,일반국도30호선
고양이,2019-10-07,국도,일반국도33호선
고라니,2019-10-07,국도,일반국도15호선
너구리,2019-10-07,국도,일반국도33호선
고양이,2019-10-07,국도,일반국도32호선
고양이,2019-10-07,국도,일반국도29호선
너구리,2019-10-07,국도,일반국도34호선
고양이,2019-10-07,국도,일반국도21호선
고라니,2019-10-07,국도,일반국도2호선
너구리,2019-10-07,국도,일반국도32호선
고라니,2019-10-07,국도,일반국도1호선
고라니,2019-10-07,국도,일반국도21호선
고라니,2019-10-07,국도,일반국도32호선
고라니,2019-10-07,국도,일반국도34호선
고라니,2019-10-07,국도,일반국도45호선
고라니,2019-10-07,국도,일반국도2호선
고라니,2019-10-07,국도,일반국도3호선
너구리,2019-10-07,국도,일반국도34호선
고라니,2019-10-07,국도,일반국도34호선
고양이,2019-10-07,국도,일반국도30호선
고양이,2019-10-07,국도,일반국도25호선
고라니,2019-10-07,국도,일반국도1호선
고라니,2019-10-07,국도,일반국도1호선
고양이,2019-10-07,국도,일반국도3호선
고라니,2019-10-07,국도,일반국도3호선
고양이,2019-10-07,국도,일반국도34호선
고라니,2019-10-07,국도,일반국도30호선
고라니,2019-10-07,국도,일반국도3호선
너구리,2019-10-07,국도,일반국도38호선
너구리,2019-10-07,국도,일반국도17호선
너구리,2019-10-07,국도,일반국도38호선
개,2019-10-07,국도,일반국도45호선
고라니,2019-10-07,국도,일반국도33호선
너구리,2019-10-07,국도,일반국도45호선
족제비,2019-10-07,국도,일반국도79호선
너구리,2019-10-07,국도,일반국도5호선
고라니,2019-10-07,국도,일반국도36호선
너구리,2019-10-07,국도,일반국도5호선
너구리,2019-10-07,국도,일반국도17호선
개,2019-10-07,지방도,지방도619호선
